attraction,username,contributions,time,review,rating
San Francisco Maritime National Historical Park,Robert E McCallum,204,Mar 2022,"A wide and varied diverse crowd, wow! Vendors crowded in tight formation with usual and unusual tourist trinkets and hats and colourful toys. Music thumping, crooners crooning, fit young men showing off their acrobatic skills and break …",
San Francisco Maritime National Historical Park,Yoshi Mirai,487,Jun 2022,"If you want a beach experience in San Francisco, come here on a sunny hot day!",
San Francisco Maritime National Historical Park,Adriana R,124,Mar 2022,"Beautiful sceneries. Public restrooms available in the Maritime parking area. Gets very chilly, make sure you take a jacket with you. At night it gets quite dark.",
San Francisco Maritime National Historical Park,Daniel Flores,270,Oct 2022,My family and I love coming to this park especially during Fleet week best seed in the house.,
San Francisco Maritime National Historical Park,Sharon McElrath,88,Oct 2022,"We got there as soon as the park opened in the morning, so there weren't a lot of visitors yet. It was perfect! All of the displays were beautifully described with appropriate information plaques. …",
San Francisco Maritime National Historical Park,Chaun Matayen,94,Oct 2022,When you are visiting fisherman's wharf this maritime park area is a must!  Such beautiful views of the water with a beach area to enjoy.  The artifacts around this area are also very interesting. Lots of sightseeing and lots of walking to …,
San Francisco Maritime National Historical Park,Huy Truong,110,Sep 2022,Nice area near the wharf to start the short journey to Pier 39,
San Francisco Maritime National Historical Park,Alex G,129,Sep 2022,"Lots of maritime history, but sadly both the Hercules tug and the ferry are closed to visitors.",
San Francisco Maritime National Historical Park,Michael Wu PhD,640,Mar 2022,"This serene aquatic cove is where local residence can get a swim in the SF bay. And it's where tourist can get the a bit of quietness from the busy SF. If you are already visiting the famous Ghirardelli Square, you should swing by and get …",
San Francisco Maritime National Historical Park,Tammy Buhler,145,Mar 2021,"I love the place for the seals, but its sad to see that people dont know how to count. When it says to please observe social distancing by keeping 6 feet apart, DOES NOT mean to stand 2 feet from the complete stranger who was just standing there when u came stroll along.",
San Francisco Maritime National Historical Park,Mary Knott,7,Oct 2022,Great restaurants. Fun area.,
San Francisco Maritime National Historical Park,Cashflow RE Diana Lovetravel,630,Jan 2023,It was closed so we only walk around & enjoy the scenery,
San Francisco Maritime National Historical Park,Kim K,370,Mar 2020,First time ever in California and we hit the jackpot! It was fleet week. They had the air show. The weather was perfect. What an amazing experience! It was everything I hoped for and more. Great street vendors. Got some beautiful earrings. What a great day. The narrated air show was fantastic!,
San Francisco Maritime National Historical Park,Eric Petersen,232,Mar 2020,"A great place to spend a few hours. Interesting ships, very good layout, and hours of well-written dialogue to give you a glimpse into how life was in the past. They have very knowledgeable staff to give detailed tours and a lot of well-placed signs with excellent descriptions. Great stop for any people of any age.",
San Francisco Maritime National Historical Park,Andy Smith,547,Mar 2022,"Neat little park with a few historical ships. Unfortunately some of them were closed when I visited, but its worth a visit and only a short walk from Pier 39. With some of the ships you can get better pictures from the beach or Municipal Pier",
San Francisco Maritime National Historical Park,Heinz Kirkpatrick,152,Mar 2022,Accidentally found this park looking for a bathroom which it has. I used my America The Beautiful pass to gain free entry. A hidden gem in the NPS collection. Some neat history here worth a visit. I was only person during my visit.,
San Francisco Maritime National Historical Park,Yogini Mudafale,25,Mar 2019,"Oh my god.. I was lucky on that they, i got free parking for 2 hours just a lane away from this place. And the most amazing part was it was free visit. I love boats, ships and history. So i ll recommend to give visit to this place. Here are few amazing pictures",
San Francisco Maritime National Historical Park,Julie Davidson,299,Mar 2020,"What a abousoulty wonderful way to spend a day
So beautiful
You could spend all day in the museum …",
San Francisco Maritime National Historical Park,Mon,46,Mar 2022,"Very nice ambiance for relaxation and to sit anywhere. I just hope people would be able to respect each other's space, enjoy the beauty of nature without littering and listen to each birds hymm without hearing some else's  music preferences.",
San Francisco Maritime National Historical Park,Carrie Mulka,91,May 2022,Nice tribute to our Navel personal.  I took pictures to share with my veteran Dad. I'm pretty sure he had a least one stop in if not more.,
San Francisco Maritime National Historical Park,Ahmed Kawser,75,Mar 2022,Nice place I really go mostly at night time with pizza n family but tonight was special Cz was raining n so good smell by the ocean,
San Francisco Maritime National Historical Park,Darren Kittermzn,1 review,Nov 2022,I took my dog there managed to take off the leash so we could play and that's not normal for her because she will tear out after every dog she sees and wants to fight them but she loves it there too I got to love her she paid no other dog …,
San Francisco Maritime National Historical Park,Uriah Giles,34,Mar 2022,"This historical little corner of San Francisco is a must see if not for the world renowned chocolate 🍫🥧🧁 from Ghirardelli's, then at least to get your feet wet in the waves at the city's smallest beach. 🏖️ Also, on the pier are San …",
San Francisco Maritime National Historical Park,Meike Carter,12,Mar 2019,"We visited on a cold day in February.  Even though it was a cloudy day, the sun finally peaked thru, allowing me to take some great pictures.  We walked down the pier to check out the schooner, fairy, tugboat and sailboat on display.  From …",
San Francisco Maritime National Historical Park,Elena Conaway,55,Oct 2022,It was beautiful it was also really near Fleet Week. I also had a nice area to let my dog roam. It was also near the porta potties I don't know if that's going to be available since Fleet week is over I had a really great time,
San Francisco Maritime National Historical Park,Coral Courtney,213,Oct 2022,The museum part of the national maritime park is attached to The Argonaut hotel and only open on the weekends. Admittance itself is free and there is a washroom at the back as well as a water fountain. You can enjoy looking at model ships …,
San Francisco Maritime National Historical Park,Adena Gwirtz,444,Mar 2019,I feel like I met a ghost. I was given a free boarding past by a old lady that walked into the bathroom as I was washing my hands.  She immediately walked out and down the street into the crowds. Really cool place to check out. Went onboard the ships and learned their fate,
San Francisco Maritime National Historical Park,Justmari Beard-Goss,266,Mar 2022,Each time I visit is more beautiful and serene than the last the views are so breathtaking it’s one of my favorite places to be 🙌🏾 …,
San Francisco Maritime National Historical Park,Laval P. Olaya,438,Mar 2018,You can see all attraction from the pier. Must visit if you're in town. Put on your walking shoes because this is definitely the place to work off those extra calories from eating all the food and chocolate in Ghirardelli Square,
San Francisco Maritime National Historical Park,Marianne E. Sullivan,10,Oct 2022,I went to the Aquatic Park Senior Center and joined a walking group. Received a warm welcome and walked along the path to the Pier. Enjoyed the beautiful view and fresh ocean air.,
San Francisco Maritime National Historical Park,Andrew Green,409,Mar 2020,"A visit to Alcatraz is something everyone should see and do at least once. Quite immersive with a rich history, but do bring good walking shoes. You'll find yourself walking around at least half of The Rock.",
San Francisco Maritime National Historical Park,R J,441,Mar 2018,"It's easily reachable by bike or car or bus or ferry.
You can roam around here and enjoy the view.
There are few blocks which shows the maritime props in details, if you like then you can spend some time there.",
San Francisco Maritime National Historical Park,Travel.bug_life 21,60,Mar 2019,"Interactive and fun for kids and adults. If the weather is nice you can see Alcatraz Island. The tug boat was fun and interactive to go inside, pull levers, etc. We even saw a seal relaxing on the dock. Lots of stuff to do near Fisherman's Wharf.",
San Francisco Maritime National Historical Park,Meloney Gardner,37,Mar 2020,Amazing to learn of more history and see it in front of you. A beautiful beach. Nice staff onsite..just be prepared to pay the meter lots of quarter's to enjoy the time needed to see everything,
San Francisco Maritime National Historical Park,Vitaly Kim,23,Mar 2019,"Most of the ships were not open for walk through, but it's a nice place to enjoy fresh air  before you head back to get on the Mason Hyde cable car",
San Francisco Maritime National Historical Park,Nilesh Patil,98,Mar 2020,"Walking distance from Pier 39, this place is not to be missed when traveling to San Francisco. …",
San Francisco Maritime National Historical Park,Jeffrey Blander,58,Mar 2022,"Truly one of the worlds most iconic views, whether the golden gate at dusk, a venture towards Fort Mason, or to stroll along the Embarcadero. A magical place for the entire family or solo. A must on the ‘wanderlust’ checklist of places to visit.",
San Francisco Maritime National Historical Park,Jinson A V,161,Nov 2022,Great park to walk around,
San Francisco Maritime National Historical Park,James Struckmeyer (civilwarhero),200,Mar 2020,"Gorgeous views of the Bay makes for a fantastic locale for an historic American Naval Museum. You  won't be able to decide what's better: the Museum, the beach, the docks and Tall Ships, the key venues...where to start?!? This is a ""Can't Miss"" day!",
San Francisco Maritime National Historical Park,sharon batton,27,Sep 2022,The Maritime Historical Museum is open again and with great exhibits displayed great film  photography to do  one of the exhibits. recorded three videos during my visit.,
San Francisco Maritime National Historical Park,Robert Pool,36,Mar 2018,"We visited several places on our trip including Janis Joplin's 🏠, the Full House house, the building where The Godfather was produced. We also visited the Presidio, which was beautiful! San Quentin was very dooming if I do say. …",
San Francisco Maritime National Historical Park,TzuChiao Hung,85,Mar 2020,The museum exhibited historic photos and spirit of exploring. The plaza across beach street with many shops imcluding original Ghiradelli ice cream is a wonderful place for wandering and photos.,
San Francisco Maritime National Historical Park,Derek Ess,47,Mar 2020,Fun tourist trap. 15 bucks each to get in and there's not more than 30 minutes of stuff to see. Got some cool pics though.,
San Francisco Maritime National Historical Park,Jono Lintott,246,Mar 2017,A wonderful effort is being put in here to save and restore some truly historic vessels. It was great to have open access to see their workshops and their use of traditional boat building practices.,
San Francisco Maritime National Historical Park,Ken and Alicia Lund,"1,450",Mar 2018,"Fascinating interpretive exhibits on the history of San Francisco, and particularly, the maritime history of the Bay Area. Excellent visitor's center museum, great museum ships, and a picturesque location.",
San Francisco Maritime National Historical Park,Larry Missildine,683,Mar 2022,Very enjoyable visit.  Likely the highlight of San Fran.,
San Francisco Maritime National Historical Park,Elizabeth Soleayst,37,Mar 2020,Ships are very cool. I was disappointed that more of them were not open and we didn't get a chance to see some of the below deck areas.,
San Francisco Maritime National Historical Park,Teri,52,Mar 2019,"Best money I spent in SF. Course I like being on the water so a little bias, but the commentary was good... He didn't rattle on the whole time, which I appreciated. Nice fun facts about the golden gate and Alcatraz. Sit up top if you can... Best view.",
San Francisco Maritime National Historical Park,J Pokakaa,875,Mar 2020,The ranger today was very friendly and told me alot about the building and area. This us the only national park with boars.,
San Francisco Maritime National Historical Park,gustavo covarrubias,175,Aug 2022,"Even that I didn't went inside you still can take pics of the ships from the pier, looks like if your interested in knowing the history of old ships this place will be a good option for you.",
San Francisco Maritime National Historical Park,Dineen Anderson,242,Aug 2022,"What a great surprise.  I had no idea that we had a National Park on the Piers in San Francisco. We do, and our annual National Park Pass worked for access to see the amazing examples of masted ships and 1907 tug boats and more.... so cool",
San Francisco Maritime National Historical Park,Noah Young,37,Mar 2020,"Aside from a few of the ships being closed for repairs, this was a fantastic place to visit. The displays were educational and entertaining, and the access was amazing, you could go almost anywhere. Views of the skyline are incredible.",
San Francisco Maritime National Historical Park,Frank Asaro,40,Mar 2022,Was a gorgeous day yesterday. Beach was crowded and kept very clean.,
San Francisco Maritime National Historical Park,Olivia Y.,"1,088",Mar 2018,"There's so much to do in this area. There's Fishermans Wharf, Ghiradell Square, and the lovely cable car. A great place to go with your family: just watch out for the bikers.",
San Francisco Maritime National Historical Park,Shaunas Adventures,464,Mar 2019,Beautiful display of boats.  There are places set up to help you learn how to tie many different kinds of knots.  Nice place to take a stroll on the ocean front.,
San Francisco Maritime National Historical Park,Ashley Tackitt,58,Mar 2017,"Admission was a bit high in my opinion, but you do get to see four different ships inside and out. Beautifully restored and educational.",
San Francisco Maritime National Historical Park,Viana Mancheva,84,Mar 2020,"Only block away from Fisherman’s Wharf. Very beautiful Park next to the water where you can buy handmade jewellery on the sidewalk, have a portrait done there for couple of dollars, get on the first and last stop of the historical Cable Car only 2 stops away from Lombard Street if you get on it from the Park. Nice view of the coast.",
San Francisco Maritime National Historical Park,Jennifer Parnell,69,Mar 2018,This park is a great way to spend a few hours in SF.  Lots of information about boats and all things maritime. Wonderful views of SF. Very family friendly. Near lots of shops and restaurants.,
San Francisco Maritime National Historical Park,Alexey Anoshko,118,Nov 2022,"Amazing place with bunch of historical ships, great views to enjoy, and even better food to consume",
San Francisco Maritime National Historical Park,Charlotte Brooks,64,Mar 2020,Great view. We took a boat tour of Golden Gate Bridge and Alcatraz.,
San Francisco Maritime National Historical Park,Chris B Griffiths,481,Mar 2021,"Even though I didn't get to go inside the museum I was just hanging out there like I did back in the ninetees when I was in college. Parking lot had changed quite a bit, but the view of Alcatraz was just as stunning as I remember.",
San Francisco Maritime National Historical Park,Michael Mala,227,Mar 2022,Explore some Maritime history while walking on the pier with excellent views,
San Francisco Maritime National Historical Park,TRAVELS withDavid,209,Mar 2020,Nice area at end of trolley stop at Fishman's Wharf in San Fransico.  But it was very crowded with all sorts of tourists.  Great people watching but very busy.,
San Francisco Maritime National Historical Park,A Harris,129,Mar 2019,Lots of fun if you enjoy history and being in a maritime environment. Staff and tour guides were great!,
San Francisco Maritime National Historical Park,Behzad Taimur,994,Mar 2020,"Parking - Parking is the only issue. It's so hard to find parking - It's not even funny. But once you've found some and you're there, then this is arguably one of the best places in San Francisco. There's a great park, a great museum, …",
San Francisco Maritime National Historical Park,Nick T McCoy,67,Mar 2021,Was here for the Memorial Service for a fallen firefighter Jason Cortez. Thank you to GIANTS stadium.,
San Francisco Maritime National Historical Park,Adonai Fernandes,129,Mar 2018,"Great views of the city and the bay, for that 5⭐. Now for the state of the Pier structures, definitely not up to what should be and for that 2⭐.",
San Francisco Maritime National Historical Park,Kim McBride,176,Jun 2022,Fun and very educational.  It is self guiding but it is worth the admission price to help support our parks and museums.  If you live in the San Francisco area take some time and go support your local park and the economy.  If you plan to visit San Francisco plan to visit this great place.,
San Francisco Maritime National Historical Park,Alma Torres,240,Mar 2019,Beautiful site. Windy but nice. Had a Great day.,
San Francisco Maritime National Historical Park,Sharie,166,Mar 2019,The history enveloped me and I was lost in time. It was incredible and if you ever get the opportunity to go see these behemoth beauties I would put it on your list of things to see.,
San Francisco Maritime National Historical Park,Hans Wolff,351,Mar 2019,"Nice spot. We visited the three ships lying there (15USD for adults, kids are free). Worth wile a visit. On the lower deck of the Eureka you can find a lot of very nice oldtimers.",
San Francisco Maritime National Historical Park,lineth and cats,111,Mar 2022,"Omg is really  nice my kids  love the place, you can stay there or take a walk to the near stores awesome 👌👏 …",
San Francisco Maritime National Historical Park,M3X1C4N T4C0,17,Mar 2022,"It's a beach, usually crowded and while I do go there a lot, it's not a great beach to do stuff.",
San Francisco Maritime National Historical Park,Gate,127,Mar 2019,"Beautiful bay area, view of Golden Gate Bridge, Marin Headland and Aquatic Park.",
San Francisco Maritime National Historical Park,Nicole Marie,510,Mar 2022,Nice park to walk around or have a nice lunch.,
San Francisco Maritime National Historical Park,J C,235,Mar 2020,Great museum and site. Really cool ships that you can walk through. Educational and fun!,
San Francisco Maritime National Historical Park,tom kneipper,350,Mar 2018,"Small museum but the boats at the pier we're great, and the people were more than happy to answer any questions.",
San Francisco Maritime National Historical Park,Rochelle lastname,58,Apr 2022,Loved the arcade with old time machines...take cash/coins with you!,
San Francisco Maritime National Historical Park,Lucas Mejia,135,Mar 2019,Great place to sightsee in the bag catching both the Golden Gate Bridge and Alcatraz. We had the privilege of seeing a huge cloud as it came in and swallowed both the bridge and the island.,
San Francisco Maritime National Historical Park,Anthony G Leuck,14,Mar 2022,"Fascinating to see.
Beautiful distant view of the Golden Gate Bridge.",
San Francisco Maritime National Historical Park,Ryan Ferguson,118,Mar 2019,Great lookout point of the bridge.  Might have to circle around a few times to find a parking spot.,
San Francisco Maritime National Historical Park,Tammy Buhler,82,Mar 2020,Always love to see the Blue Angels come together for an air show,
San Francisco Maritime National Historical Park,atahar mostafa,105,Mar 2017,Beautiful place. Just walked around.,
San Francisco Maritime National Historical Park,Kelly P,139,Mar 2017,Another rare treasure tucked away in the middle of the city. Beach with water access and a wonderful place to swim or sail at Aquatic Park. Great views of the tall ships in front of you and Ghirardelli Square behind you.,
San Francisco Maritime National Historical Park,Doug Thrailkill,83,Jun 2022,"Always been one of my favorite places to visit.   I  go wwwaaaayyy back here. In 1977 I was offered a job restoring the Eppleton Hall (the paddle wheel tugboat on display there) I was a marine machinist at the time.  Sadly,  funding fell through and had to take a job offer elsewhere.  That would have been a great gig.",
San Francisco Maritime National Historical Park,Mark Spohr,39,Sep 2022,Great ships and history,
San Francisco Maritime National Historical Park,Rich Johnson,244,May 2022,"Blue Mermaid Hotel has a nice restaurant.  Pricing not too bad for San Francisco.  Good clam chowder and shrimp tacos. Hotel seems nice, but did not stay there. Indoor and outdoor with heaters if needed. Enter off street in breeze way.",
San Francisco Maritime National Historical Park,Gareth Berry,63,Mar 2020,If its your thing exploring these old ships and ferries is a great way to spend a couple of hours in San Fran,
San Francisco Maritime National Historical Park,Robert Turner,5,Nov 2022,A great place to go do fishing crabbing and enjoy the views,
San Francisco Maritime National Historical Park,L T (SharingYourPassion),253,Mar 2022,"Lovely place to take in the San Francisco scene, between Ghirardelli and Fishermans's Wharf.",
San Francisco Maritime National Historical Park,Steven Aldridge,173,Mar 2020,Looked great but only had time for a brief look around.,
San Francisco Maritime National Historical Park,pearl Chen,39,Mar 2019,"Very cool inside
The tile mural were made by a famous artist
It was his last piece of art before he died",
San Francisco Maritime National Historical Park,mrmetall usa,97,Mar 2018,"Great historical preserved boats, beautiful bay, Very frendelly and helpful volunteer service...We had very great experience...",
San Francisco Maritime National Historical Park,Jim Turk,44,Sep 2022,Rob swam from Alcatraz Island to the shore in 1 hour and 5 minutes .  He did so for the Paralysis Foundation. A great Friday for all involved!,
San Francisco Maritime National Historical Park,Gustavo Oliveira,261,Mar 2019,The “maritime museum” also have a comprehensive collection of old cars.,
San Francisco Maritime National Historical Park,Victor Johnson,164,Mar 2020,Very beautiful attractions.Nice weather.All around enjoyed myself,
San Francisco Maritime National Historical Park,Stephen Buck,40,Mar 2022,Toured the CS Thayer with one of the shipwrights working on the restoratio !,
San Francisco Maritime National Historical Park,Miranda Abner,193,Mar 2020,Gorgeous. Super interesting. Friendly and knowledgable staff.,
San Francisco Maritime National Historical Park,Sherri Gold,421,Jun 2022,We didn't  go onto the ships but they were quite an impressive site in the harbor.  My husband and grandson walked around the pier to see them up close. Awesome,
San Francisco Maritime National Historical Park,Iris Shreder,120,Mar 2022,Great things to do there ❤❤,
San Francisco Maritime National Historical Park,CE Behr,717,Mar 2022,Just a wonderful place to hang out beautiful breezes amazing views and I really would recommend walking out onto the municipal Pier even though it is maybe not in the best state of repair. The views from there are even better. Love me some San Fran I just hope the tourists come back to you guys sooner rather than later....,
San Francisco Maritime National Historical Park,Luke Hill,63,Mar 2018,Great if the weather is good. Good views of the Golden Gates bridge in the distance.,
San Francisco Maritime National Historical Park,foodiedealma,500,Mar 2017,"Great ships, you can visit and go inside.",
San Francisco Maritime National Historical Park,Hayber Dasher,104,Dec 2022,Going aboard the old ships and seeing how the sailors lived was really neat!,
San Francisco Maritime National Historical Park,Brian Preston,305,Mar 2020,"Great location,  awesome ships, friendly staff.",
San Francisco Maritime National Historical Park,Lorenny Hernández (Claufree Nuskin),30,Mar 2019,"A place with a lot history, if you liked this you need to go!",
San Francisco Maritime National Historical Park,Mariam Momodu,120,Mar 2018,Great history here with the ships and other old machinery used on ships. You can get a tour of the old ships and also learn about the various ways to the the marine ropes,
San Francisco Maritime National Historical Park,Ryan,15,Mar 2022,"If you're in the area I'd recommend a quick stop into this museum. While being relatively small, it is really interesting and well done. It's in a great location and the building is cool as well.",
San Francisco Maritime National Historical Park,Art Art,15,Sep 2022,"Amazing and beautiful place where  you see and feel how beautiful is our nature
surprise when you see  sea lions swimming with you😍
I love California …",
San Francisco Maritime National Historical Park,BIGGAME JAMES,201,Mar 2018,Checked out he boats real cool historic place imagining how it would be back in the early 1900s and sophisticated San Francisco was,
San Francisco Maritime National Historical Park,Melanie W,60,Mar 2020,Great place to enjoy a beautiful walk and beautiful scenery.,
San Francisco Maritime National Historical Park,Philip Eubanks,220,Mar 2022,"This place should have been packed but was empty. One of the best hidden in plain sight museums I've been to, short of maybe the train museum in Brooklyn, NY. You get to board the boats and experience what they were like in the 1800s. Truly unique experience.",
San Francisco Maritime National Historical Park,Pioneer Seafoods,54,Mar 2020,The best place in San Francisco to visit.  Don't miss it.,
San Francisco Maritime National Historical Park,Richard Parina,65,Dec 2022,Always a treat to show visitors the historic ships,
San Francisco Maritime National Historical Park,emil toth,105,Apr 2022,"Even if you don't like the ""navy"" it is very pleasent stop in this small Maritime Historic museum. There are quite a lot of interesting facts about the Era of cargo ships going from the bay to other places. The ships are from late 19th to …",
San Francisco Maritime National Historical Park,oscar castillo,146,Mar 2022,Beautiful and nice in the summer.,
San Francisco Maritime National Historical Park,Patrick Daniels,211,Mar 2020,Great place for lap swimming food almost one mile loop in the cove.,
San Francisco Maritime National Historical Park,Kevin Mael,87,Mar 2018,I saw the blue angels during Fleet week and had a good time.  I mostly had a good view.,
San Francisco Maritime National Historical Park,Art Siegel,127,Mar 2020,"Beautiful beach, great people watching. Have a walk out on the pier, too, for great views of Alcatraz and San Francisco.",
San Francisco Maritime National Historical Park,Viviana Soriano,51,Mar 2022,Good place for a jog quite peaceful not crowded,
San Francisco Maritime National Historical Park,la goulette LIDO,57,Nov 2022,"Keep the area clean
More ,restaurants please
And more security",
San Francisco Maritime National Historical Park,Thelma Ramirez-Andino,111,Nov 2022,"Love it, so tranquil atmosfere for a walk 😊 …",
San Francisco Maritime National Historical Park,Eric Jaw,"1,457",Jun 2022,Pretty sunsets here,
San Francisco Maritime National Historical Park,Joseph Pendleton,209,Jul 2022,"It is very cool, there are great views of Alcatraz Island and the Golden Gate Bridge and there is a little beach.",
San Francisco Maritime National Historical Park,Baker Hensley,184,Jan 2023,Great spot on the beach watching the swimmers,
San Francisco Maritime National Historical Park,Ken Landry,72,Mar 2022,"Views are great. Please come prepared for a cool or cold wind. It can be quite breezy here. Walking distance to good seafood, chocolates, or in n out burger.",
San Francisco Maritime National Historical Park,Chap,45,Feb 2023,Nice little museum of boats,
San Francisco Maritime National Historical Park,Phillip Goupille,169,Mar 2020,Best place to watch the air show in San Francisco. Lots of tourist attractions in the area. You can smell the waffle cones from Ghirardelli.,
San Francisco Maritime National Historical Park,Bravatravels Production,145,Mar 2022,Nice spot 😘💜loved it …,
San Francisco Maritime National Historical Park,Matt Padilla,51,Mar 2020,"A small museum, but it has nice examples of local maritime history.",
San Francisco Maritime National Historical Park,Unicorn JosefinaNiñoCamacho,198,Mar 2020,So fun take in some ZzZz's under the sun,
San Francisco Maritime National Historical Park,Jayasimha Nuggehalli,"1,193",Mar 2022,"This is a great tourist spot in San Francisco, close to Ghirardelli Square and Fisherman's wharf, nice place to walk around and enjoy the view of bay and Alcatraz. Also this is one of the best place to watch air show during Fleet Week. I often visit Municipal pier to photograph Airshow.",
San Francisco Maritime National Historical Park,Sockna Dice,193,May 2022,"Great place for swimming, dog walking, enjoying a weekend picnic.  The only drawback is that they don't have public restrooms or a place to change after swimming.",
San Francisco Maritime National Historical Park,Desmond Cleaver,10,Mar 2022,"Such a beautiful spot to bring a date, I caught it during fleet week and enjoyed a nice turkey leg out by the pier. Imagined I was a pirate embarking onto our next journeys! Plenty of sand to bring equipment to relax and soak up the vibezzz.",
San Francisco Maritime National Historical Park,Wendy Leigh,113,Mar 2022,Beautiful. My dog loved it. Lots of other friendly canines for him to play with unlike downtown where all canines are vicious. It was a beautiful day and we had a great time.,
San Francisco Maritime National Historical Park,Terry Manns,14,Mar 2021,The square Union and your family welcome to come,
San Francisco Maritime National Historical Park,Mike Huber,8,Mar 2018,"Fabulous WPA architecture and murals.
It was incredible surprise treat on a walk my partner and I took.",
San Francisco Maritime National Historical Park,Laura Brito Springer,137,Mar 2020,what I can say from SAN FRAN???...I LEFT MY HEART IN SAN FRANCISCO,
San Francisco Maritime National Historical Park,Brigitte Hoch,84,Mar 2022,"Beautiful views of the bay and Golden Gate Bridge, as well as the ships of the museum. It's very peaceful and empty in the early morning. Lots of benches, a huge section of concrete sitting stairs, and cute tiny beach.",
San Francisco Maritime National Historical Park,lyle Lyddon,294,Mar 2022,Always a good place for visit,
San Francisco Maritime National Historical Park,Brandon Tu,15,Mar 2022,It was great! I saw lots of boats.,
San Francisco Maritime National Historical Park,Tessa Tripp,57,Nov 2022,Super cool little spot!,
San Francisco Maritime National Historical Park,Cali N,143,Jul 2022,"Parking is tight after 9am, dogs aren't allowed in the water, unattended belongings aren't safe but it's still a special place for all ages.",
San Francisco Maritime National Historical Park,B.A. Bezon,15,Mar 2022,A most pleasant surprise located right on the fisherman’s wharf. Free with an annual national parks pass and enjoyable on so many levels! We were the only ones (aside from a few mechanics and a working ranger or two) on board these massive …,
San Francisco Maritime National Historical Park,Justin Thyme,62,Mar 2022,Awesome n beautiful as always.  If you don't get out do anything I was suggested to do cause there's beauty out there and no picture no movie can describe the beauty of it in real life singing for your own eyes,
San Francisco Maritime National Historical Park,yellow submachine,486,Mar 2021,it's a calm waves. Relax and enjoy swimming or just feel the breeze.,
San Francisco Maritime National Historical Park,Tayjas Surey,42,Oct 2022,Great Place To View Fleet Week☺️,
San Francisco Maritime National Historical Park,Tina Salazar,70,Mar 2022,Loved this spot. My son I declared it our favorite spot because it's so close to a really good restaurant and ocean is a beautiful view with ships near by and steps to sit on. It's also very clean. Everyone is respectful of eachother. Can't wait to go back.,
San Francisco Maritime National Historical Park,Abhishek A,29,Mar 2021,"One of favorite places to visit in the city. It is a great place to go and stare at the sea (I know, it is technically the bay but this is why you don't have any friends). The place is bustling with crowds trying to swim in the freezing …",
San Francisco Maritime National Historical Park,Edgar Valdez,164,Mar 2020,Oh my gosh so beautiful,
San Francisco Maritime National Historical Park,Allan,296,Mar 2017,"Often overlooked in-city beach with a lovely view, beach. Too cold, however, if you're from Hawaii!",
San Francisco Maritime National Historical Park,James,55,Mar 2022,"Centrally located near to a lot of food, sights, and shopping on the waterfront. It's easy to get to by walking, bike, or public transportation. Can get crowded in the summers and is very high foot and road traffic when tourist season rolls …",
San Francisco Maritime National Historical Park,Rey Rice,98,Mar 2020,Great views! See for yourself!!,
San Francisco Maritime National Historical Park,Dave Nelson,13,Oct 2022,Experience some great Maritime History.  Then get some sweets an Ghirardelli after.,
San Francisco Maritime National Historical Park,Ashley Gutowski,519,Mar 2019,"Great surprise to come across! Be aware it is split into 3 areas, retro bathhouse (can be skipped not much there) visitor center amazing interactive displays woth very friendly rangers full of knowledge, and the ships across the street. You …",
San Francisco Maritime National Historical Park,Dee Vanity,18,Mar 2022,"The guy at the entrance was very nice, my husband didn't have a mask so he gave him one. The bathrooms were very clean!",
San Francisco Maritime National Historical Park,Joseph Hurley,58,Sep 2022,Only attended an event but beautiful inside and  staff was great,
San Francisco Maritime National Historical Park,Sami Biro,142,Mar 2020,Beautiful place with amazing scenery!,
San Francisco Maritime National Historical Park,Supreme Drone TV,178,Jul 2022,"Nice walk around the park, cool if it’s not too late as the wind and cold will be not as great for you if you’re not used to it …",
San Francisco Maritime National Historical Park,Karla W,66,Mar 2020,Beautiful museum. Easily spend 1-2 hours here. Entrance is free.,
San Francisco Maritime National Historical Park,Roxane Mozden,24,Mar 2020,The scenery was breathtaking this is my third time  coming here. People are free and insane a lot of people fishing in the area. Looks like fun. And even if you don't feel like fishing. There's so much to do and just by the view itself so mesmerizing!!!,
San Francisco Maritime National Historical Park,Todd Lund,145,Mar 2020,Fun place to take your cub scouts on an overnight sleep over. Beautiful views at night.,
San Francisco Maritime National Historical Park,Sammy Rivera,73,Mar 2022,"Chill service,  good music 🎶,  3 or 2 tables.  Good ice cream cash and card 🙌🏼. And well.. table should be clean 🤔 but yeah they will clean it for you. …",
San Francisco Maritime National Historical Park,Amber Zertuche,64,Mar 2021,Great place to swim. Buoys mark approximately 0.05mi distance so easy to measure. I prefer going at slack high tide with a wetsuit. Usually sea lions are visible or audible and so are great blue herons and snowy egrets. In fact the sea lions may get pretty close as I accidentally kicked one once!,
San Francisco Maritime National Historical Park,Adam Williams,95,Mar 2022,"There is a bunch of 4 hour parking that's free.  It's the beach and it's a pretty good one...sand and sun (mostly fog) a few feet from Ghirardelli, bars, restaurants, and some tourist wax museum type places.",
San Francisco Maritime National Historical Park,Christopher Ng'ang'a,96,Mar 2020,It's a beautiful city!!!,
San Francisco Maritime National Historical Park,Duo Maxwell,55,Mar 2020,"A nice place to visit, especially if you have a little time to kill. Although on my last visit we were treated a little rude. I was there with friends and we needed to use the rest room so we asked where it was. We were quickly dismissed …",
