platform,attraction,review,rating,datecolumn,coordinates
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"My husband and I spent 5 1/2 hours here enjoying all of the art and having lunch. There were many famous artists pieces including Pablo Picasso, Henri Matisse, Rodin, Georgia O'Keefe, Diego Rivera, Jackson Pollock, Edward Hopper, etc. There was a great sampling of art forms from paintings, sculptures, mobiles, etc. We had lunch at the cafe. The grilled cheese and tomato soup were good and the outside eating area was lovely. The 7th floor is closed right now as they are setting up a new exhibit. I also loved all of the outdoor garden/statues. I highly recommend this museum!",5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Review of: San Francisco Museum of Modern Art General Admission Ticket,5.0,,
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Review of: San Francisco Museum of Modern Art General Admission Ticket,5.0,,
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Review of: San Francisco Museum of Modern Art General Admission Ticket,5.0,,
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),I went there for the Andy Warhol exhibit. It was fantastic. The rest of the museum had a wonderful collection of modern Art. If you like museums or modern Art this is a must go place in San Francisco. I easily killed 2 1/2 hours there. Located across from the Moscone Center.,5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I love this museum. Honestly, I think it has one of the best collections on the West Coast and I try to visit the museum and whatever specialty exhibit they have every time I come to San Francisco. The cafe is great as well and we often find ourselves grabbing lunch or a coffee and dessert during our visits.",5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Das Museum of Modern Art ist auf jeden Fall ein Besuch wert. Wir hatten hierfür einen Nachmittag eingeplant, tendieren aber dazu, mehr Zeit zu empfehlen. 7 Stockwerke voller Kunst aus dem 20. und 21. Jahrhundert. Am besten gefallen hat uns die Sonderausstellung zu Andy Warhol. Auch die Werke von Frieda Kahlo, Andy Warhol, Edward Hopper und Louise Bourgeois sollten Kunstinteressierte sich aus der Nähe angucken.",5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),,5.0,,
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"It takes quite awhile to see everything, but it’s worth it. This is a beautiful collection. The rooms are spacious and very well designed. It took us about one half hour to tour the building. Good thing parking is not too pricey. Beautiful designs abound, wonderful collections and nice atmosphere. Get to know you docent ❤️",5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"We visited when there’s an exhibition of Andy Warhol. Beautiful art, excellent design. Could spend a day. We had only a few hours before out flight. I wanted to spend more time there.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Been there a few times, always interesting and fun.",5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),The wide array of modern art at SFMOMA is sure to please any art lover even if modern art isn't usually your favorite. The collection ranges from more traditional Impressionism to edgy modern media.,5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Went with my 12 year old the Biosphere was worth the trip on its own. Really amazing and fun and we did not expect to enjoy it so much. Probably spent 5 hours here,5.0,"Jul, 2018",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),What a wonderful museum! Go see Andy Warhol while it is in town. The exibit will be here until September of 2019. You will learn a lot about his life and what motivated him to be so creative. There are 6 floors of excellent exhibit space and a nice restaurant on the top of the museum. Sculptures are everywhere! A must see.,5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"A great local museum on eight or nine floors with several outside balconies with city views. The modern art was superb with lots of Andy Warhol. Safe, Clean, Family oriented, with good coffee-eateries. Fine staff",5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"There are so many great innovators and collaborators in the world and Autodesk is working with some great creative minds to build innovative, purposeful technologies to better our world.",5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),The exhibits at this museum are extremely modern so one needs to like that kind of art to appreciate a visit to this museum. the price to enter is $25 so it is costly for a brief museum visit. If you are not a fam of real modern art it is even more costly.,3.0,"May, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"The entrance is really expensive and not all the exhibitions seemed to be interesting to me. ActuallyI found some paintings to be rather ugly or too crazy, but there were also some exhibits worth watching, that I obviously enjoyed.",4.0,"May, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Once one has been to the best museums in Europe, what SFMOMA offers is a pale comparison. It just shows that one might be able to buy a few good works with money, but never a good collection. At $25 entry and no student discount, this museum is just for over-privileged fake people. The topmost gallery with German works by the likes for Gerhard Richter was interesting, but the lower levels were populated with American pop and other 'american modern' works that could be best described as junk! They were all pointless assaults on aesthetics. The best bit of the museum is the building. Mario Borta's entrance hall is impressive, and the new extension's wavy concrete facade is interesting. The huge green wall feature and the cafe terrace were however closed-off due to 'wet weather', despite no rain at the time. So best avoid on a rainy day altogether. The ticketing staff also failed to inform that an entire level was closed-off, along with some temporary gallery spaces. The staff at the reception could be best described as arrogant, unhelpful, and withholding information that is vital to a museum visit. Quite surprising attitude given the cheap modern junk the museum actually holds. All in all this museum offers very little value and viewing pleasure. Just pop into the lobby and be on your way!",1.0,"Apr, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"My lovely wife and I went to see The Son of Man painting by Rene Magritte. We were charged the 40 dollar admission each and went to view the painting. It was later in the day but we weren’t planning on staying long. When we arrived at the exhibit, we were informed we needed an extra 8 dollar ticket to view. Traveled back down to the lobby and were told the exhibit is closed now. Why didn’t the ticket salesperson tell us we needed further admission? We mentioned to them we wanted to view that particular work of art. Felt really robbed of 80 bucks. We would have happily paid the extra 8 each but ended up wasting money and more so, our time. Not to mention the cost to park the car. Left a really bad taste in my mouth for Moma’s. I won’t be returning unless they have something I absolutely must see. I’ll be sure to have all the right tickets too! Not cool Moma!",2.0,"Mar, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Went to this museum because if the ""entire floor dedicated to photography"". False. Not an entire floor and while there were some great shots, i expected much more and better. Not to mention some of the scraps thrown together on other floors mistakenly REFERRED to as ""art"". Plz see my photo of ""art"" that looks like it has an unraveled wire hanger on it. LAME.",2.0,"Mar, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Not a fan of this building or the collection. May be great for visitors but I so prefer the de Young.,3.0,"Nov, 2018",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Este museo te atrapa y te atrae, aunque el arte no sea lo tuyo. los pisos tienen visitas guiadas, muy recomendables. Tiene una excelente colección permanente. El museo y San Francisco, un lugar para volver.",5.0,"Mar, 2018",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Phenomenon exhibition ‘the Fifth season’ by Rene Magritte at SF Moma. The Modern Art on the 5th floor is a must to drop by as well as create your fashion post with the louise bourgeois spider :),5.0,"Sep, 2018",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Más pequeño que su homólogo de Nueva York, vale la pena visitarlo. Tiene una exposición fija interesante.",4.0,"May, 2018",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Very good collection, 7 floors divided by style, there is something for everybody and the video session about black history on 7th floor is truly something. Strongly suggest!",5.0,"Mar, 2018",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Un lugar imperdible para todos aquellos que disfruten el arte moderno. Vale la pena pagar la entrada.,5.0,"Nov, 2016",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Среди картин небольшой зал Уорхолла, несколько Матисса, по одной Ротко, Дали, Хоппера, Фриды Кало. Как это часто бывает в галереях современного искусства, посетители являются важным элементом экспозиции. Интересные подвесные конструкции Александра Колдер, особенно мне нравится Аквариум. Завораживающие паутинки с зеркалами Томаса Сарасено, здесь народ массово делает селфи. Любопытная выставка японской фотографии. Самое сильное впечатление от музыкальной анимации Уильяма Кентриджа. В одном зале идут живые черно-белые картинки под Волшебную флейту Моцарта. В другом стоит 6 экранов, где показывается 6 разных вариантов одного фильма, в центре деревянный движущийся механизм непонятного назначения и необычная захватывающая Музыка, которая связывает все впечатления между собой. Уйти из зала довольно трудно.",5.0,"Jan, 2017",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Ok, this is an odd review because, as it turns out, the San Francisco Museum of Modern Art is closed for a rebuild until 2016. For those of us not local, who see it advertised as a top attraction, drive to the centre of the city, find a parking slot and work out how to use the parking meters ( you put in money and it keeps taking your money without refunds even when you have reached the maximum time, be great if we could review parking meter systems in each country as they vary so much), then you walk and start to follow signs, so for those not locals it is a wild goose chase.",2.0,"Oct, 2014",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"On our visit to San Francisco we decided to leave the car at the hotel and use the transit system. We learned that the CityPass was the best value and included unlimited transportation and admission to 5 local attractions, including the MOMA. I love museums, but my husband just comes along to please me. If not for the pass, we would not have visited this museum. Only three of the four exhibit halls were available during our visit. I enjoyed the photo exhibits. I did not care for the rest of the ""art"" displayed. Not to be harsh, but my four year old nephew's salt dough art should be exhibited, it would be hard to tell the difference. Save your money and go the the de Young Museum.",3.0,"Feb, 2013",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"The SFMOMA is a joke. There is practically nothing to see. The exibits were boring... The MOMA in NY was so much fun, so much interesting...but this one, certainely not. Time wasted.",1.0,"Oct, 2011",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"If you want to pay $18 and see NO modern art, than this is THE museum to go...What a terrible waste of such a glorious space...I am so upset I do not want to elaborate any further...",1.0,"Jan, 2011",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),I haven't been to the museum since before the renovation. The Nam June Paik exhibit got me back. The Paik show has so much of his work and takes up so many rooms. It's excellent.,5.0,"Apr, 2021",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Awesome museum, and a lot to see. My daughters and I spent about 2 horas and it was enough time to see everything. We felt safe visiting it since they’re limiting the number of visitors. There were hand sanitizer stations everywhere, very clean and safe to visit.",5.0,"Nov, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I’ve been going to this Museum for decades and was really happy to be able to get in and view the art during the pandemic. All the Covid protocols were in place and it felt very safe. The cafe is open and though expensive the food is good, there is outdoor seating, there is seating inside also and the two large doors where open to allow air flow.",4.0,"Nov, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Fantastic museum, both in terms of display and the general architecture of the building. Large, bright and airy, it is a beautiful place to come and enjoy art, or just chill out in one of the many ""rest areas""! With 7 floors of museum to explore, there is an artist and exhibit here that will appeal to everyone, including children, but I have to say, my favourites were the outdoor sculpture gardens. There are tons of stairs to climb, but elevators were available for those unable to scale the 7 floors. I chose to visit only the permanent exhibits, but there was also an Andy Warhol show on, as well as a few other touring exhibits that I by-passed. Make sure to set aside a generous morning or afternoon's worth of time to devote to the art at SFMOMA - if you are at all an art-lover, you will love it here!",5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Encore un Musee à ne pas manquer.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),C'est le design de l'immeuble et les superficies qui m'ont impressionnées le plus et pour les pièces exposées comme les sculptures ou mobiles de Calder y sont mis en valeur idéalement (terrasse et intérieur). Même les WC sont à ne pas manquer. Généralement dans les musées on mange bien mais ici on pense plus à Café et sandwichs sans menus très spectaculaires. Beau petit parc en façade.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Wonderful art museum for a not so big building. Allow time as there's lots to see. Strong on new shows and always beautifully installed.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Sehenswerte Dauerausstellung mit Werken der Malerei, Skulptur und Installationen von der Klassischen Moderne bis in die Gegenwart, außerdem Fotoausstellungen. Zahlreiche Meisterwerke.",5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"뉴욕 moma보다는 아주 작지만 캘리포니아 작가들의 감성을 느낄 수 있어요. 미술품도 구입할 수 있고 식당, 카페도 중간 이상이에요.",5.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Anyone interested in the modern art scene and especially photography will enjoy the great layout and space of the newly renovated museum. Interactive photo exhibits are up to date and exciting! the Cafe 5 is a lovely place to dine especially in fine weather at the outdoor garden.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Totally manageable collection - eclectic, surprising and enjoyable. The building is lovely too. Shop worth a browse- expensive but some nice souvenirs.",5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"A solid collection of modern art - a good representation overall. Nice setting, easy to walk around. The phone app as the tour works well.",5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"MOMA's collection has never touched my heart. I find a lot of it, especially the installation pieces, to be not very well-made. They have added a huge new building which provides lots more party space and display space, but it's not an attractive design. I say come here if there is a temporary expo that interests you.",3.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I should have trusted the reviewer who said this museum was not for them. I am open to art in general, but this was too modern for me.",3.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Saw some interesting art from Andy Warhol and other artists. Started from Floor 7 then doing down. Didn't check the stores. Nice art and exhibitions,4.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"If you are a fan of modern art, this collection is well worth a viewing. My favorite Mark Rothko work, No. 14, is here, alongside Matisse's Femme au Chapeau, and Diego Rivera's The Flower Carrier. Fantastic Alexander Calder collection, and seven floors of delights.",5.0,"Feb, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Go to New York's MOMA if you want to understand how modern art developed. SF MOMA is strong in some areas, but fails utterly in presenting the panoply of the modern era.",2.0,"Jan, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Literally walked in and was greeted by a Cruise car and employees wearing orange company shirts of the tech company expounding bull#### about intersection of ART + Technology...???,1.0,"Nov, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),We never get tired of visiting this museum and would recommend to anyone with a passion for representational fine art. Lots of great space.,5.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Dans ce musée à l’architecture moderne unique se côtoie des œuvres moderne de tout style (sculpture, peinture, vidéos, sons,...)",4.0,"Jan, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),I made my first visit to the SF Museum of Modern Art (SFMOMA). (Note: I had been at the older location before the moved.).,4.0,"Jan, 2020",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"A really impressive collection, and a breath-taking building. Not comprehensive, but good depth in the featured artists (Warhol, Lichtenstein).",5.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Very interesting exposition concerning modern art for which you have two floors dedicated.,3.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Отличная архитектура самого музея (мост из металлической сеткой над пропастью, деревянная отделка), великолепные виды с террасы на downtown. Что касается самой коллекции, есть интересные работы, понравилась космическая комната, где соседствуют реальные скафандры программ NASA и скафандры из фильмом, таких как Космическая Одиссея 2001. Хорошая коллекция немецких художников, произведения классиков тоже в наличии (Уорхол, Лихтенштейн, Ротко). Хороший музей, посетить стоит (начинать с верхних этажей, где-то на 2-3 часа).",5.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),A beautiful space and some extraordinary collections of art and sculpture. Start on the top floor and work your way down. I particularly enjoyed the space exploration section. Nice coffee shop on site for a quick bite and the MOMA store is lovely as always.,4.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I really enhoyed the museum because I learnt a lot about American modern art. Besides, there was a fantastic temporary exhibition about Andy Warhol. The coffee shop is also quite nice and very useful since you need to spend the whole day at this museum to visit it properly.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),We had a great visit to this impressive museum of modern art. Start on second floor near ticketing for sweep of early modern painting. Work your way up for increasingly levels of abstraction and deep collection of modern Masters. Leave yourself plenty of time and ready for some challenging pieces.,4.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Such a huge exhibit of creativity. Not for everyone cup of tea though. As my friend and I walk more through different levels of this place, we mostly point and say how is that an art. How are people paying for this much for some of the simplest art that a kid can draw. With this comment, that's how you know I have no percentage of artist in my body.",4.0,"Nov, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Spent a few hours exploring this excellent gallery. What a collection of art work. Docent was amazing. Needed more time. Next visit for sure.,5.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),The enlarged SFMOMA is a beautiful building in which to house its collection along with special exhibits. Start on 7th floor and work your way down. Allow at least 3 hours,5.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"We did a trip to the Museum for work, our boss surprised us. We ended up doing a Museum Hack tour. Which was awesome! Our tour guide Julian was pretty funny, it was nice to have a tour that was not only informative but tells the side you rarely hear about paintings or artist. So much fun. Also through in activities so if the art didn’t speak to you, you were never feeding your time. So much fun. Thank you Julian!",5.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Went here on a rainy day the terraces were shut but the exhibitions they had were very good they had space suits on show work by well known artists a exhibition of the migrant problem in Europe and other interesting things,4.0,"Dec, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),The average saplings that you see in every big city modern art museum. The best thing was getting to go outside on the upstairs balcony. Great architecture on the building itself.,3.0,"May, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I love going to the MoMa to view all the exhibits that are always changing and are relevant and fresh. My favorite part is Lunch on Fridays. The Cafe on floor 5 is the best. Great food, lovely staff and the best atmosphere. Being a member has a lot of perks as well. Totally a must",5.0,"Nov, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Being in SF for a convention, it was nice to come to this place I’ve desired to see for 40+ years. As an art student SFMOMA symbolizes the new direction of art. Their collection of Pop art may have been a main reason for attending, but their exhibits of new works is what kept me there.",5.0,"Nov, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Много ментально разнонаправленных арт объектов. Познавательно. Очень понравилось пространство рядом с музеем.,4.0,"May, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"While in SF for a few days, we decided to go to the MOMA. The building is beautiful. Special exhibits have their own galleries. I love the way the art is displayed. There is no wall crowding! This means you can enjoy and piece on it's own merit and not get distracted. The Calder exhibit was awesome. The museum allowed each piece enough space to show itself off. There was also an outdoors area. One thing I really appreciated was places to sit. When you get a bit overwhelmed or tired, there were benches to relax on until you got your second wind. Much appreciated at my age! Some people have complained of the cost. I did not thing the charge was bad when I considered the maintenance of the art and the building. Lastly, the gift shop is amazing. You could literally get lost in there! There is a beautiful assortment of items. I especially loved the jewelry.",5.0,"Nov, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Beautiful building, huge space for displaying artworks. A little underwhelmed by the variety of present collections. Pleased with the SFMOMA App which I used for getting info about some of the artwork displayed.",4.0,"Nov, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Enjoyable afternoon looking around this lovely modern art museum. Lots of interesting exhibitions. Stopped and had a great coffee at Sightglass while we were inside.,4.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Having found MOMA NYC closed fir refurbishment it was great to visit this City centre Gallery with its interesting exhibits.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"The layout of the building lends itself perfectly to the flow from exhibit to exhibit. Per staff advice, we started at the top and worked our way down.The posted narratives add extra interest to the contemporary pieces. We especially enjoyed the temporary exhibit ""Don't Photography and the Art of Mistakes."" Two hours allowed us to enjoy most of the museum.",5.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"7 floors with a lot of modern American and foreign artists of XXth century. Large rooms to enjoy the works, very large store to buy a souvenir .",5.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),The museum is located in a large modern building and visitors can easily find their way - I usually get lost inside museums! The collection highlights include Frida Kahllo and Andy Warhol. You can easily spend 3 hours appreciating the art pieces and having a coffee there. It's is definitely worth a visit if you're in town.,5.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Una buena experiencia para vivir en San Francisco, el edificio es una chulada, vale la pena verlo por dentro y por fuera, la exposición en general es algo abstracta, pero hay un poco de impresionismo. La tienda es una cosa espectacular, muy bonita, completa y con una sección de libros que no se pueden perder. Realmente recomendable.",5.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Speechless but this experience will always be remembered. This is one of the best museums I've been.. Kids will enjoy and very informative.. It will definitely open your mind on how artists express every emotion and thoughts to a canvass,5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"If you visit San Francisco and a modern art lover, this is a must place. The museum is located just a few blocks from Market Street and Union Sqaure and very convenient to get to by public transportations. A great place to learn and to explore about different types of modern arts. Make sure that you have at least a few hours to stroll around different floors. The design of the building itself is worth a look.",4.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I have to admit that I am not a ""museum person"" in general, but really enjoyed my visit to SFMOMA. I thought the variety of exhibits and the layout of the space was interesting and would recommend to all.",4.0,"Oct, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Vast, well lit art museum which has something for everyone - from photography to Rothko and everything in between.",4.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),I had the pleasure of attending the Andy Warhol exhibit at this museum in August. I did take a peak at some of the areas of the museum as well. Fantastic place and the highlight of my trip.,5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"É pequeno, a visita não leva mto tempo e normalmente não é lotado. Às quintas o horário é estendido, então dá pra visitar na volta pro hotel, se vc estiver hospedado na região central.",5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),The free JR exhibit is a must see. There is a bank of iPads which detail the backstory of every character in the piece which stretches from wall to wall.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"What a fantastic gallery! Coming from the UK with a terrible exchange rate, the entry fee made me wince slightly, but this was a full morning of well-curated exhibits in a beautiful building. There were 3 Yves Kleins in a room which made me very happy, a great graphic design exhibit, and an interesting photography one, all about mistakes in photography. Even though it's something like 7 floors, everything is so well curated that I didn't get that apathy which can come on in huge galleries after you've been there a while. Some great views of the surrounding city, a really lovely terrace and a great shop to round out the experience, again with just the ""right"" amount of books that you don't feel overwhelmed. It even kept my partner well entertained when art is more my thing - go for it!",5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Really enjoyed the Living Wall which is an outdoor walled plant area by David Brennan which includes 37 plant species - the largest wall plant display in the USA.,4.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Wow! The pieces range from the more traditional paintings by the masters to some really interesting and thought-provoking contemporary works. You never know what you'll find round the corner as you explore all the different exhibiton spaces - some pieces will make you laugh out loud while others may simply make you go.....hmmm...OK.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),The recently renovated museum is beautiful and the art is displayed in a spacious setting. There are always interesting special exhibits along with the permanent collection. Staff are friendly and helpful and the café is a welcome retreat after a few hours of viewing.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"A recent visit to MOMA San Francisco was a nice experience. We visited on a Thursday and it just happened to be their culture and community day which was free admission to everyone. I highly recommend looking on their site for these special days. The museum is 4/5 floors and I recommend going to top and making your way down. Also, if you are carrying a backpack you have to wear it in front so you don't accidentally damage the art. The security is always watching and is totally on top of you during your stay.",4.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"They do offer tours, but you can also just wander around and enjoy at your pace and to suit your interest. The variety of work and artists is very good for expanding your art appreciation!",5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"the photoed people come to live after hearing the guide explaining it , we were impressed ! we also enjoyed a tour in the photo exhibition.",5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Fun and modern museum with a lot to offer. We went for a couple of hours and were able to see all 7 floors.,4.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Located not far from Union Square, SFMOMA is easy to get to. The building itself is modern, with exhibits spread over 6 floors. We were advised to start on the 6th floor and work our way down. By the time we got to the second floor, we were saturated! If you are a fan of the ‘contemporary’ artists (eg Picasso, Matisse, Rodin), you might wish to start on the second floor. One of the better displays was the section on photography (Floor 3), especially the exhibition entitled ‘Don’t! Photography and the Art of Mistakes’. There were photographs showing different techniques used to either destroy or enhance a photograph. Highly educational for the amateur photographer. To do MOMA any justice, you need to spend several hours over several visits.",4.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),My husband and I enjoyed a wonderful visit to San Francisco. We saw the Museum of Modern Art and had a delightful experience in the City. Looking forward to to another great visit to San Francisco soon!,5.0,"Oct, 2018",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),We were there years ago before it underwent a major expansion.,5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I liked almost everything about the museum as an event venue. Its location, the look and the layout really was worth it. The only thing I had a problem with is the intense red in the bathroom. Wow!",4.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Google Translation,5.0,,
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I managed to visit while the Andy Warhol exhibit was in town and found it to be excellent! I'm typically not attracted to museums but I found the overall experience to be well worth the investment of time and money. I walked away with many questions and a desire to find out more about several of the artists. I recommend arriving when it opens, then plan to stay for the day.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"The Museum itself has much to offer, but I focused on the Andy Warhol exhibit. This was a large exhibit that was presented in a brilliant manner. The museum staff are friendly, and the admission process was “pain free.”",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I was very impressed. Unfortunately the Warhol exhibit had just ended but a wonderful exhibit on photography nicely took its place. The exhibit was about how ""mistakes"" or problems in photography can be used artistically by the photographer to convey all sorts of feelings, attitudes and beauty. It even gave examples of how Warhol used some of the same effects in his art. I instantly created some examples of my own using reflections, shadows and crops in the sculpture garden outside the museum cafe. The outer space exhibit was also cool as was their permanent collection which contained examples of just about every famous modern artist that has come along so far. Well worth the $25 price tag. Plan to spend several hours there.",5.0,"Sep, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"We enjoyed the Andy Warhol exhibit while we visited. Timed visits into the exhibition which meant crowds were controlled and art work could be enjoyed. The rest of the museum had some stunning artworks, well displayed.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),1935年、ニューヨーク以外では初めて近代美術専門の美術館として開館。2016年スノヘッタ設計の新館開館。全米第2の近代美術館として、豊富なコレクションを堪能できる。マティスの「帽子の女」やディエゴ・リベラの幾つもの作品、フリーダ・カーロ、ラウシェンバーグ、ウォーホル、ホッパー、オキーフなど楽しめますよ。,5.0,"May, 2019",
