attraction,username,city,country,contribution,title,month,year,review,rating
Lands End,Robert G,None,None,North Carolina760,Good views of Golden Gate Bridge,Jun,2019,We walked from the USS San Francisco Memorial to Mile Rock overlook and out to see the Labyrinth. The last couple of hundred yards is a steep set of stairs. The view from the Labyrinth of the bridge is wonderful. You should be prepared to walk back at dusk and may need a flashlight depending on your timing.,4.0
Lands End,Lila F,Columbus,OH3,0,BEAUTIFUL,May,2019,"One of myself and my daughters favorite places. You should go for the quiet, nice hike and the beauty. There were a fair amount of people but you weren't ""tripping"" over each other.",5.0
Lands End,TCL92240,Malakoff,France30,1,Ballade tres sympa,May,2019,J ai vraiment beaucoup aime cette balade. Prenez la ligne 5 pour vous deposer à l ocean (ou playa street). Puis remonter pour retrouver le sentier cotier. Superbe vue sur le golden gate.,5.0
Lands End,2nXz,Troy,OH6,1,Better than we expected,May,2019,"You'll need to take a taxi or Uber here, and then hike for awhile, but it's well worth it. The views are amazing. And if you hike down to the beach, you get to see thousands of muscles on the rocks as well as starfish. The views of the Golden Gate bridge from here are awesome too.",5.0
Lands End,659josephc,None,None,628,a stop on the tour,May,2019,we stopped here on our tour. The bathrooms were safe and clean.,3.0
Lands End,M S,Cupertino,CA19,0,"Excellent views, short hikes, tough parking - great for whole family - 1-2hours",May,2019,"We visited with another family so total 4 adults, 3 small kids (4-7 yrs)",5.0
Lands End,Selina N,Batu Ferringhi,Malaysia42,7,Unique,May,2019,"Our second time here, and each time we were mesmerised. We had a hot drink at a family owned diner called Louis and just enjoyed the view. Visit the historic Cliff House too -- within walking distance.",4.0
Lands End,Graham S,Sydney,Australia1,4,Great walk,Apr,2019,"Drove to Lands End Lookout on our first morning in SF, just to try and ease into our jet lag, thinking it was simply a view point, but found it to be the start of a great coastal walk, that stretches all the way to Eagle Point if you are up for it - probably a 2-3 hours stroll there and back, but less if you are willing to put some effort into it (take water if it is a warm day). Includes some optional steep steps down to the Labyrinth (great view of bridge from here) at one point, and some mandatory steep steps up if you want to get all the way to Eagle Point (definitely worth it for the view along Baker Beach to the bridge), but there are many great views across the Golden Gate and of the bridge along the way if you don’t make it to the end.",4.0
Lands End,SDLakersFan,San Diego,CA2,0,Bring your camera,Oct,2018,"Beautiful area to take photos, hike and take a leisurely walk. Trails will take you along the bay and there are places to stop and get a photo with the Golden Gate bridge in the background",5.0
Lands End,Allanis S,Metz,France2,9,Belle ballade en bord de mer,Jul,2018,"Plusieurs ballades possibles avec un parking gratuit pendant 4h (sur El Camino Real). Nous avons longé la côte en admirant le Golden Gate. Sentier pas difficile, peu de dénivelé.",5.0
Lands End,Belson616,San Francisco,CA1,4,Lands End-Old Sutro Baths,Feb,2018,"An exciting place to be. You can feel the force of the wind and almost touch Seal Rocks. There are always migratory birds on the rocks or in the basin of the old baths. An exciting walk is through the cargo tunnel at the north side of the baths. One hundred yards in the tunnel you will find a side outlet to the ocean where the waves push in. When a good wave come it compressed the air in the tunnel and your ears too. The view of the bay at the end of the tunnel is worth the trip. Back at the top of the baths there are many trials from which there are views, wildlife, birds, and trees.",5.0
Lands End,328Myrtis,San Francisco,CA7,7,At the tip of the San Francisco Peninsula,May,2018,"In 1896, this spot became a 'hang-out"" for luxury-loving San Franciscans. Adolph Sutro built a natatorium (bathhouse) on this spot and a train to carry people from downtown SF here to swim, drink and eat in enclosed glass splendor. ""I must have it large, pretentious, in keeping with the environment, with the Heights, with the great ocean itself."" Sutro, a silver baron, spent a million dollars to make his dream come true. Come here to enjoy the air, imagine the bathers, and take a hike on the trails going toward the Golden Gate Bridge. Eat at Louis' Diner or at the more expensive Cliff House. Then go home and watch the 1971 film, Harold and Maude, which has a famous scene here when the baths were in a little better condition!",5.0
Lands End,Lindsay W,Spartanburg,SC5,0,Urban Hiking,Apr,2018,"Hiked about 2 miles with my husband from Lands End to Mile Rock Beach. The scenery is just stunning!! Beware- there are ALOT of steps (>200) to get down to mile rock beach... but you are welcomed with a stony labyrinth and great GG Bridge pics! But, then you have to walk all the way back up the stairs! Haha! We spent about 1.5 hours here hiking and taking pictures.",5.0
Lands End,Bill B,None,None,Baton Rouge111,"Not a Trivial Hike, but Wow!",Mar,2018,"There are a lot of trails around this area. It's very far from everything else we saw, but totally worth the trip. Amazing views of Golden Gate Bridge and sailboats on windy days. Not for people who are afraid of heights. There are no rails.",5.0
Lands End,Roberto Cohen,None,None,"Rio de Janeiro, RJ2,156",Um novo ângulo da Golden Gate !,Apr,2018,"Trilha, história e paisagens que culminam com um outro ângulo da Golden Gate ! O Sea Cliff - restaurante local - muito elegante por sinal, irá tratar de oferecer pratos tradicionais com outras formas de apresentação.",5.0
Lands End,DHCWESTON,Weston,CT17,0,Great views Not to be Missed,Mar,2018,"Wonderful views and pleasant walk on cliffs above the water. This is in a great often overlooked part of SF. Don't miss it,",5.0
Lands End,Eu_DaniMiranda,Midland,MI7,0,Beautiful!,Mar,2018,"Great views, great environment. Very good outdoors program and if you add lunch at Cliff House it is a double win!",5.0
Lands End,natdeegs22,Sydney,Australia4,5,Stunning Views,Feb,2018,This hike is really easy to get to and is relatively short compared to many in San Fran. Views start part way through the hike and continue on and off. You can walk right up close to the Golden Gate Bridge or opt to head down some stairs to this small maze lookout. I wasn’t able to do the maze steps as was injured but it looked really pretty.,5.0
Lands End,Celia R,None,None,12,The most beautiful spot on earth,Mar,2018,"We visited Lands End on the last day of our SF visit and the views were incredible. Weather was chilly and sunny, in other words, perfect.",5.0
Lands End,FutureMrsP2014,Atlanta,GA5,4,Stunning hike,Mar,2018,"What a beautiful place! I arrived at 9:30, before most tourists, and enjoyed the solitude and peace of the morning. I spent about an hour exploring the Sutro Baths/caves and then followed the coastal trail to China Beach. There are several side trails (with steep stairs, be ye warned!) that lead to amazing views of the sea and the Golden Gate Bridge.The trail ends and then you walk through a residential area to China Beach for about .5 miles. Loved the large homes on El Camino del Mar! I decided to take the trail back to the Sutro Baths so I could eat lunch at the Cliff House. According to my steps app, I walked 7.5 miles that morning. I was sore and tired, but it was all very satisfying. Definitely a must-do!",5.0
Lands End,e_Williams191,Rochester,NY3,7,Amazing hike,Jul,2017,"This was an incredible afternoon hike. Don't miss this during your visit if you enjoy nature. It is as strenuous as you want to make it with a lot of staircases down to various views of the bay and the Golden Gate Bridge. Make sure to wear good shoes and watch your kids because it gets narrow and steep and the walk back up can be a bit tiring. The trail is pretty and the view from the beach at the bottom of the hill is breathtaking. I don't think you have to be in terribly good shape, but be ready for a good hike. There is even some history available to learn, at plaques along some of the trails. If you go to Cliff House restaurant(s), be aware that their menus are priced based on the knowledge that people who dine there want to be able to say they dined at Cliff House so the meals are priced accordingly.",5.0
Lands End,lSupermom3,Ripon,CA1,2,Beautiful,Jan,2018,Awe-inspiring views. If you can don't miss the sunset. Take the trail to the Golden Gate Bridge. The views are do die for.,5.0
Lands End,Elsa Faith,Beaverton,OR4,9,Breathtaking view and nice hike,Jan,2018,"My husband and I arrived in the afternoon on a government holiday, so there was a little bit of crowd as compared to other days, as what locals had told us. However, even with the crowd, we got to enjoy our trip there. We explored the Sutro Bathhouse ruins first. To hear the waves crashing against the rocks, is surreal. Makes one wonder how it was like when there was still a building there. We continued our adventure on the trails, and there were several spots that you can take pictures of, with the Golden Gate Bridge in the background. There are several steps that might be difficult for certain people, however, you can still catch a beautiful view, even if it is not easy for you to hike. Don't forget to check out the information center. Another tip, we took the MUNI bus 38R from the Union Square area. Very convenient, and only $2.75/one way. Will definitely do this again when we visit San Francisco next time!",5.0
Lands End,Thewayiseeit,None,None,"Mosta, Russia1,204",Lands End San Francisco California Great Hiking trail,Jul,2017,One of San Francisco's well kept secret in my opinion! This beautifully 3 mile hiking trail takes you exploring the rocky north west coastline stretch. There is plenty to see for everyone.. the views are stunningly beautiful. There is also access to see the famous ruins of the Sutro baths and much more. Comfortable walking shoes recommended and water!,5.0
Lands End,Jayne S,Huntington Beach,CA5,7,Worth the walk,May,2017,"This walk/hike is as much or as little as you would like but either way, the views are simply outstanding. If you plan to spend time along the Coastline, bring a lunch and something to drink.",5.0
Lands End,bernie469,Bruckneudorf,Austria76,3,Zu Fuß gehen lohnt sich!,Apr,2017,"Mit dem Bus und etwas Geduld (Dreiviertel-Stunde vom Zentrum nach Westen) geht es zum Lands end lookout und einem Teil eines städtischen Nationalparks. Es gibt dort ein historisches Cliff house und auch Verpflegung. Sowie einen Shop mit netten Dingen, nicht so kitschig.",5.0
Lands End,Laura C,Boise,ID5,3,Could have been great if kept up....,Aug,2016,"My husband and I decided to take stroll along Lands End Trail. The trail itself is relatively nice, however there is graffiti on a lot of the concrete and even on the trees!! It is very sad. We also walked to down to the historic Sutro Baths, which again are covered in graffiti. This trail does offer wonderful views of the Golden Gate Bridge, even if it is foggy. We walked toward the Legion of Honor Museum (which is right off the trail) and made a stop there. The trail does have stairs at different points, but it is not a difficult trail. It would be a much better experience without the graffiti. Also, there appeared to be a small homeless population in various bushes, but they weren't bothersome to those trying to enjoy the trail.",3.0
Lands End,Franklin R,Kendall,FL6,7,Ver el pacífico,Jun,2016,"Si quieren sentir el pacífico muy cerca de un les recomiendo este maravilloso lugar, es un parque en donde debes caminar por caminos de tierra y luego bajar como unos 300 escalones, hasta llegar a la playa, con una vista impresionante y una rocas preciosas, les recomiendo ir en bici alquilada o alquilar un carro, por favor llevar frascos de agua para hidratarse en el camino, es un lugar con una vista muy linda,ambiente muy relajante,pasarán una mañana increible, se los recomiendo 100%, disfrútenlo y me dirán si no valió la pena",5.0
Lands End,Eileenmd50,None,None,Wisconsin12,Great walk in San Francisco,Apr,2016,We walked along the Lands End trail from the Legion of Honor Museum to Fulton Sreet. It's a great walk with spectacular views of the Golden Gate Bridge and the Bay. You don't have to walk far to get a good photo op of the bridge but if you have the time continuing the walk is fun. We then took the Fulton Street trolley #5 to Golden Gate Park.,5.0
Lands End,Retiree55578,None,None,Michigan398,Don't Miss this Spot--If You Walk a Short Distance--Great View of Gold Gate Bridge,Mar,2016,"Located on Point Lobus Ave (Geary Blvd) just up from the Cliff House. This National Park Recreation Area is well worth the stop. Walk the many trails and read about the history, see the Sutro Bath ruins, places where many ships went aground, walk on the path of an old railway and follow the trail far enough to get breath-taking views of the Gold Gat Bridge. If you have the time and energy walk to the bridge. What a view of the bay--see ships and sailboats. What a memory.",5.0
Lands End,JudyFifty,None,None,Alresford20,Free trip: easily accessible Pacific Ocean,Feb,2016,"If you have purchased a San Francisco City Pass (which I would strongly recommend) use it to catch the 38 bus and ride it until it stops at the Pacific Ocean. Lands End is pretty with good paths, lots of information points, and a shop, cafe and rest rooms. You can sit in the sun for a few minutes and then catch the 38 bus, or go for a walk towards the Golden Gate Bridge (a view from the other side) or towards the south.",5.0
Lands End,Wendy K,San Francisco,CA14,6,Native San Franciscan's Favorite Place to Walk,Nov,2015,"This is the ultimate experience for anyone wanting to see and explore San Francisco's breathtaking, magnificent coast. This walk is a must for all visitors, whether first timers or returning pilgrims. The views from Lands End are gorgeous, stupendous and unforgettable. Allow plenty of time and don't rush it. Stop along the way and savor the fresh air, ocean, rocks and tranquility. Imagine being a hopeful 1849 gold prospector travelling across the world sailing through the gate or a battle fatigued World War II soldier sailing home under the Golden Gate Bridge. Contemplate the skill it took to maneuver vessels on those rough waters into the bay. It's best to walk on a sunny day for at times it can be very foggy, windy and cold (unless you love that!). The fog can roll in unexpectedly from nowhere so be prepared by wearing layers and sunscreen. You are walking near cliffs high above the ocean. It's not entirely flat --- there are some steep parts and a challenging staircase if you walk west to east. Some walkways are narrow, some wide. Some are concrete and some are sand so wear sturdy shoes.",5.0
Lands End,Nomad627,San Francisco,CA8,7,Love this place,Jan,2016,"Always have a good time when I go there. Great to get back to nature, well at lest in the city. Plenty of things to see and the hiking trail is as long as you want it to be. I hiked for a few hours till I realized that I went 4.8 miles. Then i thought, oh shet, I have to walk another 4.8 to get to my car.",5.0
Lands End,abebk,Cold Spring,Mn2,6,Great hike!,Jun,2015,"Great hike along the coast. We were lucky enough to see whales, seals, and dolphins during our hike. We started all the way at the informational center and hiked to the Golden Gate Bridge. It took a while but it gave me some of the best vantage points for photo ops of the Golden Gate Bridge. I would recommend hiking or tennis shoes, a camera, and a few snacks.",5.0
Lands End,Krishnaprasad K,None,None,bangalore247,Great views but be careful,Aug,2015,I have taken my family right from SFO airport as it is very close to the airport (30 minutes by car) for great rugged views of the Northern California coast and nice and fancy sandwiches in the Visitor center cafe. We did both with lunch followed by the walk - up and down the rocky steps and in/out through the cave (like a mountain pass that leads nowhere).,4.0
Lands End,Stuart M,Torquay,UK10,4,Worth a visit,Aug,2015,Catch the no 38 bus from Union square which takes you right to lands end. There is an extensive beach to walk and relax on and excellent walks to take in the scenery.,4.0
Lands End,jendreb,Olney,MD,8,Beautiful trail with great views!,Aug,2015,"We did the Lands End trail with our son and his daughter. What magnificent views!!! You get an A+ view of the Golden Gate bridge and the Pacific Ocean at the same time. The Trail itself was not too difficult, but not good for infants and small children/strollers. I would not recommend the entire trail if you are unstable on your feet, but you can walk far enough to at least see the Golden Gate bridge You have the option of going down some very, very long steep steps to the beach, which it just beautiful one you get there. I will say the climb down and up was a killer. My knees were killing me and I got winded. I am 50 and in average physical condition. When you get to the end of the trail, there is a restroom and a place to buy food. You can also walk over to the wider beach, but I was tired of steep stairs by that point.",5.0
Lands End,Jason S,Columbus,OH4,8,Get off the beaten path,Aug,2015,"We took the bus from downtown right to the entrance of Lands End. Our walk started at the Lookout Cafe. Down below you can see the bathhouse, the beach, and surfers. We started to head north on the Lands End trail, like everyone else. We quickly noticed that off the normal trail, down below on the cliffs above the Pacific Ocean, there were smaller walking trails. We made our way down the cliffs to these trails and it was soooo much better than being on the normal trail above. I highly suggest you take these cliff-side trails. Much better views since you are not among the trees and you can get right out on the edge of the cliffs. These trails make there way back towards the bay and you can see the GG Bridge. The trails eventually make their way to China Beach, where the normal/boring trails leads everyone. We took the normal trail back to our bus.",5.0
Lands End,Lizzie R,None,None,17,Another great free day out,Jul,2015,We have been traveling around San Francisco by bus and getting to lands end was easy . The paths are easy to walk with fantastic views over the bay . If you have the energy climb the hill towards the legion of honor . Don't be put off by the golf course - just keep on walking to the top and you will be rewarded by the most understated. Holocaust memorial I have seen but the most powerful - easy to overlook it .,4.0
Lands End,CatalogingExecutive,None,None,60,The hardest part? Parking the car,Jun,2015,"This is a lovely place. Sutro Baths (now in ruins), lots of paths, trees, and a nice visitors center. I wish I'd had more energy to really take advantage of the space.",5.0
Lands End,Jesse L,Indianapolis,IN2,2,Avoid if it's foggy...,Jun,2015,Beautiful views but try to come on a sunny day. Otherwise the fog leaves it feeling kind of blah. There is also a fair amount of trash and graffiti especially near the Sutro Baths. Just not quite what I expected.,3.0
Lands End,Traci H,None,None,17,Scenic hike and gift shop,May,2015,"This is a quick hike near the Cliff house. It's usually very cold here in the spring/summer months, so it's wise to take layers.. (Jacket is a MUST.) Hat and scarves would be welcomed. The view is worth it. There are a few long flights of stairs, worthy of getting your heart pumping.",4.0
Lands End,LakeviewMan,Burlingame,CA20,5,A very good trail to Walk/Hike,May,2015,National Park Service has their visitor center at the trailhead with plenty of parking and a small cafe. The trail is pretty well maintain and the VIEW is incredible. This is few of the trails that allow your dog to accompany you. We did the portion from Lands End to China Beach. You can keep going to the Baker Beach and eventually end up at the Golden Gate Bridge. Always wear layers or bring wind breaker as the weather can change rapidly.,5.0
Lands End,mjquint,miami,florida3,8,NUMBER ONE!!!,Mar,2015,This was our favorite. We took a cab from Golden Gate Bridge to Baker Beach. We walked up thru an upscale neighborhood to Lands End. We hiked to the top. The views were breathtaking and worth every step we went up. This is a must when you go to San Francisco. You do have to walk a lot but it is safe. At the top there are several restaurants in the Cliffhanger. You can then catch the public bus.,5.0
Lands End,debbieScottsdale,None,None,scottsdale15,Great Walk,Sep,2014,"I love this walk and you can gas far as you like. I normally take the bus to The Cliff House, have a bite to eat (although the food is nothing special) then I start my Coastal Trail Hike. This leads along the water with a great view of the Golden Gate Bridge. There are",5.0
Lands End,Nelson M,Santiago,Chile2,9,Gran paseo,May,2014,"Es un lugar increíble, ya sea para hacer deporte, pasear, tomar fotografías, etc. Tiene una vista al Golden Gate de Oeste a Este, no se ve en todos lados. Antes, hay un sendero con mucha vegetación. Se puede ver gente trotando y a otras tomando fotos profesionales.",5.0
Lands End,txtrvlrs,Sherman,TX34,9,This is the best view of the Pacific!,Feb,2015,"Lands End is a neat area to see. The area surrounding Lands End is one of the neatest places we visited in San Francisco. The views were AMAZING! After going to Lands End, walk up the hill and visit the USS San Francisco Memorial, a great bit of history and then turn around and see one of the best views of Golden Gate Bridge. We started our San Francisco vacation at the USS San Francisco Memorial and Lands End and went back several times throughout our vacation, for the spectacular views and awesomeness of the place and area!",5.0
Lands End,Katharina M,None,None,Switzerland101,walk,lands,end,you have a wonderful view to the GOLDEN GATE BRIDGE and to the coast!!! ❤️❤️❤️,5.0
Lands End,Evelyn R,Orange County,CA5,5,Breathtaking view,Oct,2014,We walked from Legion of Honor to the coast and followed a trail with the most amazing views. I was really taken back by how beautiful SF bay is. We arrived late in the afternoon and got to see a spectacular sunset. Simply wonderful.,5.0
Lands End,paralex,Vienna,Austria6,3,Von Lands End zur Golden Gate Bridge,May,2014,Lands End und der dazugehörige Park sind schon einen Besuch wert. Wirklich tolle Ausblicke gibts dann auf dem entsprechenden Trail.,5.0
Lands End,clu12,Seattle,WA2,5,Great Escape from bustle and crowds of the city,Jul,2014,"We had one day in San Francisco and the thought of fighting with the crowds to do the usual cable cars and other touristy things didn't appeal so we drive out to Lands End. Loved the new Visitor Center and walked in both directions toward and away from the Golden Gate, about 2 miles total. Beautiful views and though it got busy in the afternoon, it was still better than being downtown. Great spot for a picnic! Bring a jacket, as depending on if the wind gusts up, you may need it.",5.0
Lands End,bayliner275,None,None,Belgium133,Onvergetelijke wandeingen,Mar,2013,"Dit zijn mooie soeveniers, leuke wandelingen met spectaculaire zichten op golden gate, the rock, oceaan en natuur.",5.0
Lands End,Sergi0DF,Brasilia,DF,6,Pouco badalado,Jul,2013,"Alugue uma bicicleta no Golden Gate Park, desça até a praia e siga pelo norte, sentido anti-horário. Você será recompensado com vistas incríveis como os moinhos holandeses, todas as tribos no parque e a vista aberta do Pacífico.",4.0
Lands End,John S,Vancouver,Canada46,7,You'll run out of gas long before you run out of trail,Jun,2013,"My daughter and I walked from Lands End to Sausalito, via the Golden Gate; about 14 miles and 5,000 stairs. We started at the Visitor's Center / Sutro Baths which were interesting and worth spending some time at. Use the washroom as we didn't see another one until the GG bridge.",5.0
Lands End,Patty Y,None,None,Bakersfield53,Beautiful walk in the city,Feb,2013,"This is an easy walk with beautiful scenery. We parked at the Legion of Honor, and made a 2.5 mile loop, or you can park at Sutro Baths, and go out and back. Good family walk.",5.0
Lands End,Sunflair,Amsterdam,The Netherlands16,5,MUST SEE,Nov,2012,"I absolutely loved this place!! It's so amazing!! Start at the beautifull Legion of Honor, then walk through the forest, breath the fresh air, listen to the ocean, see the wwII memorial, witness scouting, people doing survival and climbing trees, go down to Sutro baths and take the amazing pictures of this breathtaking place, then go inside the cave to explore the end of the trail. This places is great to visit on a sunny day, but is also truly stunning when its really foggy. Just don't forget your camera!",5.0
Lands End,Helen G,Pacifica,CA3,3,A slice of heaven !,Nov,2012,"Easy to get to--look for the Visitor's Center at the end of Geary Blvd. The trailhead begins next to the parking area. Wide paths (mixture of pavement and trail), stunning views of the Golden Gate and across to the Marin Headlands plus the beautiful Golden Gate Bridge. There are places to sit a spell. Shade along the way. Can venture off the main path and walk down to Mile Rock Beach (not recommended for those w/ bad knees) for an up close and personal look at the rocky beach and then up to the labyrinth for even more views! Bring a picnic and sit a spell. You will be among walkers, runners, some accompanied by dogs, family groups, and a few cyclists. Leisurely round-trip (to the 17th hole of Lincoln Golf Course) is less than two hours. Trails are marked as well as historical points of interest. Get out there and enjoy this free activity!",5.0
Lands End,Family0fTravelers_5,Long Island,NY37,0,absolutely perfect!,Aug,2012,"We enjoyed this trail on a beautiful August day. Nothing better when the sun is shining in SF! We hiked this trail with our 3 girls (3,8,9), as well as our 83 year old grandma. I would not consider this trail to be easy, but definitely doable for kids. Most of the trail is dirt, and there are some ups & downs, as well as rocky areas. There is an area with quite a stair climb (100s of stairs). Not too far into the trail, there is a set of stairs to the left. That will take you down to a gorgeous sandy beach area. We spent some time down there exploring and were able to see quite a bit of sea life. There are about 200+ stairs going down to the beach. We did bring our BOB jogging stroller on this trail, and were able to use it for most of the hike, the stairs being the only exception. We did leave the stroller tucked behind a tree at the stair area going down to the beach to save us from carrying it down this set of stairs. The other stairs we carried the stroller up and down. The views along this trail are gorgeous. Without fog, you will get a brilliant view of the Golden Gate. At the beginning of the trail, you will also see the Sutro baths, which are neat to see. Definitely stop in the visitor center for a map, and they are very helpful. We were very impressed with this trail. Parking is free which is unheard of in the city.",5.0
Lands End,Strands Danville,None,None,"Danville, CA1,440",Land’s End Trail = Entrepreneurship & Thomas A Edison a la 1896!,Aug,2012,"Field of Dreams (build it and they will come) chronicled by film footage produced by Thomas Alva Edison in 1902? Add in amazing views of another engineering wonder The Golden Gate Bridge, with a few seals along the way, and you get a Must Experience, ½ day destination, while visiting San Francisco!",5.0
Lands End,jon z,Bozeman,MT11,9,The Trail of a Lifetime,Jul,2012,"First of all, it is easy to get there by car or bus. Secondly, it is absolutely wonderful when you do. Great views, several historic sites, and an EASY walking trail all around it. A new National Park Service site overlooks the old baths. Great photo opportunities abound. Ocean views, as well as views of SF.US San Francisco Memorial situated in the spacious upper parking lot. That is correct folks .... spacious parking lot. This is a ""don't miss it"" place and its FREE of any charge, unless you want to eat, in which case you will have several options, the best of which may well be Louie's rather than The Cliff House, but ""To each his own,"" with respect to the food.",5.0
Lands End,AnnieLovesFrance,None,None,Southern Maine87,Wow!,May,2012,"We were so fortunate to have a nice sunny day to explore Land's End, and friend with a car to get us there--looked like public transpo from where we staying (near Powell St BART) would have been a trick.",5.0
Lands End,TNiceT,New York City,NY1,4,Favorite hike in San Francisco,Nov,2011,"This is our go-to place for a not to long hike with beautiful views of San Francisco, the GG Bridge, the Pacific Ocean, and Ocean Beach.",5.0
Lands End,Gary S,San Francisco,CA3,1,an absolute must for those that must touch the sea,Jan,2012,My Mother taught me to my many wishes into the crash of the waves.......,5.0
Lands End,Red,Oakland,CA8,1,What a great hike,May,2011,"This was an incredible afternoon hike. It is as strenuous as you want to make it with a lot of staircases down to various views of the bay and the Golden Gate Bridge. I walked the majority of them and the Lands end trail and it took most of the afternoon. I don't think you have to be in terribly good shape, but be ready for a good hike. Don't miss this during your visit if you enjoy nature.",5.0
Lands End,prettyprettylady,London,UK4,9,Must Do!,This,is,"Written September 20, 2010",5.0
Lands End,Arun K,None,None,"Nagpur District, India2,931",Wild & Windy Trails With Stunning Views !,Aug,2022,"Land’s end is a national park at the north western corner in the Golden Gate National recreation area. The windswept rocky shoreline at the mouth of Golden Gate has two main walking trails , a lower trail via Sutro baths & another at higher levels, giving fantastic views of bay & Golden Gate.",5.0
Lands End,Rhodes,Austin,TX76,7,A must see!,Dec,2021,"This is an absolute must! I'm so glad we found it, and decided to explore. The pictures and views you get are some of the most amazing we've ever seen in San francisco, especially of the bridge. The trail is long, but doable. Absolutely stunning!!",5.0
Lands End,Thomas V,None,None,"Oakland, CA14,809",Beautiful Landscape,Dec,2020,"This is where the land meets the sea and this park area is a great place for a hike, but be prepared for lots of wind and probably fog, so the temperature will be low. bundle up.",4.0
Lands End,J & S Wyatt,Walsall,UK1,1,Expensive Day Out,Aug,2020,"Lands End, once you’ve been you’ve been we would not return.",2.0
Lands End,mini,None,None,"Fremont, CA175,387","Beautiful Area - Lands End, San Francisco",Aug,2020,We returned to Lands End on an exceptionally beautiful and warm day in San Francisco Views of the Pacific Ocean were amazing. There is places to walk to such as Sutro Baths. There is a nice visitor center and store.,5.0
Lands End,Ellen,San Diego,CA2,1,"Busy, touristy",Aug,2020,"I thought there were much nicer parts in San Fran. This was a busy touristy area. Gravel path with some nice sea vistas. Eventually you get to lands end for a photo of the bridge, which we couldn’t see anyway because of the mist. I left feeling underwhelmed.",2.0
Lands End,Celine M,San Francisco,CA2,8,Très belle balade,Dec,2019,Très jolie balade. Parking sur place. Vue sur l'océan magnifique. Jolie vue sur le Golden Gate Bridge. Promenade très agréable à faire en famille !,5.0
Lands End,BearPop2010,Brisbane,Australia4,6,Solo,Oct,2019,"Very peaceful and relaxing, although my partner felt a bit rushed on our bus tour, would have liked just a little more time. Nice place to sit and drift.",4.0
Lands End,Anna,Grand Est,France7,5,Beautiful,Jan,2020,"no road but only walking trails,",5.0
Lands End,hlazer,Tuscaloosa,Alabama4,9,Spectacular views,Mar,2020,A somewhat hidden gem. Great hiking trails (somewhat strenuous in places) with amazing views of the Golden Gate Bridge.,5.0
Lands End,CTBCalifornia,None,None,"Groveland, CA1,941",One of the Best Walks in San Francisco is the Lands End Area from Sutro Baths to GGB,Mar,2020,"It is not flat, but there are some flat trails. It is not easy, but there are some easy trails. It is not disappointing, the views are absolutely fabulous. It is not boring, there are wonderful flowering shrubs, birds and small animals, and wildflowers in spring and summer. This is a wonderful place to see the Golden Gate Bridge from the OTHER side, from outside the gate. If you have the gumption, park at Sutro Baths and walk all the way to the GGB. Or just park at Lands End and walk out to the view point and beach.",5.0
Lands End,Dom P,None,None,"Mennecy, France1,743",L'endroit idéal...,Feb,2020,"C'est l'endroit idéal pour faire des photos du Golden Gate... Il n'y a quasi personne, ils sont tous ailleurs et moins bien placés pour les photos...",5.0
Lands End,샌프란꼬마,Los Angeles,CA9,9,아름다운 뷰,Sep,2019,트래킹을 좋아하시는 분이라면 추천합니다. 훌륭한 뷰를 보기 위해서 조금 하이킹을 해야하고 바닷바람이 불기 때문에 바람막이를 입고가길 바랍니다.,5.0
Lands End,Mark H,None,None,"Sonoma, CA2,399",Sunning Views and Moderate to Easy Well Marked Trails,Feb,2020,"If you can, go on a sunny day. On clear days the views are amazing with the panorama stretching from distant Point Reyes to the GG Bridge. Foggy days tend to be breezy there and the views are more limited, although the fog shrouded Cypress trees with crashing surf have a certain charm. Dress warm.",5.0
Lands End,Niklas P,Karlsruhe,Germany13,5,Ein Muss!,Jan,2020,"Lands End liegt in der Nähe eines hübschen Golfplatzes und bietet schöne Wege zum Spazieren gehen. Wer ein paar Treppen nach unten ans Wasser läuft, hat beim „Lands End Labyrinth“ eine tolle Aussicht auf die Golden Gate Bridge und den Pazifik. Wenn das Meer alles in einen feinen Wasserdampf hüllt, sehen die Natur und Bäume hier unwirklich und wunderschön aus.",5.0
Lands End,ALynn83,Woodbury,MN5,3,This was a great visit,Feb,2020,The views are so incredible to take in at Lands End. There are many pathes you can take and explore. Just watching the waves at the lookout and soaking in the California sunshine at this park was an amazing experience. Very clean park with families and dogs.,5.0
Lands End,Fish-Fun-Seaker,Vancouver,Canada8,3,Great views and steep walks,Jan,2020,"There's some awesome scenery here, but be warned that most viewpoints require steep-ish walks on wooden steps, rock, sand and dirt. Be prepared and you will be rewarded with some awesome views. Well worth the visit.",5.0
Lands End,Sergio F,Brasilia,DF4,1,Vista espetacular,Mar,2019,"Os arredores da Golden Gate são uma boa opção para passar o dia caminhando, tirando fotos os simplesmente relaxando. Os dois lados da ponte oferecem boas opções para um passeio descompromissado ou um simples picnic.",4.0
Lands End,Rainer V,None,None,"Schaafheim, Germany2,373",Ein schöner Punkt,Nov,2019,"Wenn man die Zeit hat, sollte man hier hinfahren, die Aussicht und die Umgebung geniessen. es lohnt sich.",4.0
Lands End,Thomas V,None,None,"Oakland, CA14,809",Very Pretty Beach,Jan,2020,Come here on a sunny day and you will be greeted by splendid views of the water and Marin Co. It is really one of the prettiest places in town but does require some hiking. Wear comfortable shoes.,4.0
